"num" "character" "dialogue"
"973" "BIGGS" "Hurry, Luke, they're coming in much faster this time. I can't hold them!"
"974" "LUKE" "Artoo, try and increase the power!"
"975" "BIGGS" "Hurry up, Luke!"
"976" "BIGGS" "Wait!"
"977" "DEATH STAR INTERCOM VOICE" "Rebel base, thirty seconds and closing."
"978" "VADER" "I'm on the leader."
"979" "THREEPIO" "Hang on, Artoo!"
"980" "BEN" "Use the Force, Luke."
"981" "BEN" "Let go, Luke."
"982" "VADER" "The Force is strong with this one!"
"983" "BEN" "Luke, trust me."
"984" "BASE VOICE" "His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
"985" "LUKE" "Nothing.  I'm all right."
"986" "LUKE" "I've lost Artoo!"
"987" "MASSASSI INTERCOM VOICE" "The Death Star has cleared the planet.  The Death Star has cleared the planet."
"988" "DEATH STAR INTERCOM VOICE" "Rebel base, in range."
"989" "TARKIN" "You may fire when ready."
"990" "DEATH STAR INTERCOM VOICE" "Commence primary ignition."
"991" "VADER" "I have you now."
"992" "VADER" "What?"
"993" "HAN" "Yahoo!"
"994" "WINGMAN" "Look out!"
"995" "HAN" "You're all clear, kid."
"996" "HAN" "Now let's blow this thing and go home!"
"997" "INTERCOM VOICE" "Stand by to fire at Rebel base."
"998" "INTERCOM VOICE" "Standing by."
"999" "HAN" "Great shot, kid.  That was one in a million."
"1000" "BEN" "Remember, the Force will be with you... always."
"1001" "LEIA" "Luke!  Luke!  Luke!"
"1002" "HAN" "Hey!  Hey!"
"1003" "LUKE" "I knew you'd come back!  I just knew it!"
"1004" "HAN" "Well, I wasn't gonna let you get all the credit and take all the reward."
"1005" "LEIA" "Hey, I knew there was more to you than money."
"1006" "LUKE" "Oh, no!"
"1007" "THREEPIO" "Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
"1008" "TECHNICIAN" "We'll get to work on him right away."
"1009" "THREEPIO" "You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
"1010" "LUKE" "He'll be all right."
"1" "LUKE" "Echo Three to Echo Seven. Han, old buddy, do you  read me?"
"2" "HAN" "Loud and clear, kid. What's up?"
"3" "LUKE" "Well, I finished my circle. I don't pick up any  life readings."
"4" "HAN" "There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back."
"5" "LUKE" "Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long."
"6" "LUKE" "Hey, steady girl. What's the matter? You smell something?"
"7" "LUKE" "Aaargh!"
"8" "HAN" "Chewie!"
"9" "HAN" "All right, don't lose your temper. I'll come right back and give  you a hand."
"10" "RIEEKAN" "Solo?"
"11" "HAN" "No sign of life out there, General. The sensors are in place.  You'll know if anything comes around."
"12" "RIEEKAN" "Commander Skywalker reported in yet?"
"13" "HAN" "No. He's checking out a meteorite that hit near him."
"14" "RIEEKAN" "With all the meteor activity in this  system, it's going to be difficult to spot approaching ships."
"15" "HAN" "General, I've got to leave. I can't stay anymore."
"16" "RIEEKAN" "I'm sorry to hear that."
"17" "HAN" "Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man."
"18" "RIEEKAN" "A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you."
"19" "HAN" "Thank you, General."
"20" "HAN" "Well, Your Highness, I guess this is it."
"21" "LEIA" "That's right."
"22" "HAN" "Well, don't get all mushy on me. So long, Princess."
"23" "LEIA" "Han!"
"24" "HAN" "Yes, Your Highnessness?"
"25" "LEIA" "I thought you decided to stay."
"26" "HAN" "Well, the bounty hunter we ran into on Ord Mantell changed my  mind."
"27" "LEIA" "Han, we need you!"
"28" "HAN" "We?"
"29" "LEIA" "Yes."
"30" "HAN" "Oh, what about you need?"
"31" "LEIA" "I need? I don't know what you're talking about."
"32" "HAN" "You probably don't."
"33" "LEIA" "And what precisely am I supposed to know?"
"34" "HAN" "Come on! You want me to stay because of the way you feel about  me."
"35" "LEIA" "Yes. You're a great help to us. You're a natural leader..."
"36" "HAN" "No! That's not it. Come on. Aahhh -- uh huh! Come on."
"37" "LEIA" "You're imagining things."
"38" "HAN" "Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?"
"39" "LEIA" "I'd just as soon kiss a Wookiee."
"40" "HAN" "I can arrange that. You could use a good kiss!"
"41" "THREEPIO" "Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know."
"42" "THREEPIO" "Oh, switch off."
"43" "HAN" "Why do you take this apart now? I'm trying to get us  out of here and you pull both of these."
"44" "THREEPIO" "Excuse me, sir."
"45" "HAN" "Put them back together right now."
"46" "THREEPIO" "Might I have a word with you, please?"
"47" "HAN" "What do you want?"
"48" "THREEPIO" "Well, it's Princess Leia, sir. She's been trying to get you  on the communicator."
"49" "HAN" "I turned it off. I don't want to talk to her."
"50" "THREEPIO" "Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is."
"51" "HAN" "I don't know where he is."
"52" "THREEPIO" "Nobody knows where he is."
"53" "HAN" "What do you mean, \"nobody knows\"?"
"54" "THREEPIO" "Well, uh, you see..."
"55" "HAN" "Deck Officer. Deck Officer!"
"56" "THREEPIO" "Excuse me, sir. Might I inqu-..."
"57" "DECK OFFICER" "Yes, sir?"
"58" "HAN" "Do you know where Commander Skywalker is?"
"59" "DECK OFFICER" "I haven't seen him. It's possible he came in through the  south entrance."
"60" "HAN" "It's possible? Why don't you go find out? It's getting dark out  there."
"61" "DECK OFFICER" "Yes, sir."
"62" "THREEPIO" "Excuse me, sir. Might I inquire what's going on?"
"63" "HAN" "Why not?"
"64" "THREEPIO" "Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger."
"65" "DECK OFFICER" "Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in."
"66" "HAN" "Not likely. Are the speeders ready?"
"67" "DECK OFFICER" "Not yet. We're having some trouble adapting them to the  cold."
"68" "HAN" "Then we'll have to go out on Tauntauns."
"69" "DECK OFFICER" "Sir, the temperature's dropping too rapidly."
"70" "HAN" "That's right. And my friends out in it."
"71" "ASSISTANT OFFICER" "I'll cover sector twelve. Have com-control set  screen alpha."
"72" "DECK OFFICER" "Your Tauntaun'll freeze before you reach the first  marker."
"73" "HAN" "Then I'll see you in hell!"
"74" "THREEPIO" "You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up."
"75" "THREEPIO" "Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right."
"76" "LIEUTENANT" "Sir, all the patrols are in. There's still no contact from  Skywalker or Solo."
"77" "THREEPIO" "Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope."
"78" "DERLIN" "Your Highness, there's nothing more we can do tonight. The  shield doors must be closed."
"79" "DERLIN" "Close the doors."
"80" "LIEUTENANT" "Yes, sir."
"81" "THREEPIO" "Artoo says the chances of survival are seven hundred  seventy-five...to one."
"82" "THREEPIO" "Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being."
"83" "BEN" "Luke...Luke."
"84" "LUKE" "Ben?"
"85" "BEN" "You will go to the Dagobah system."
"86" "LUKE" "Dagobah system?"
"87" "BEN" "There you will learn from Yoda, the Jedi Master who instructed  me."
"88" "LUKE" "Ben...Ben."
"89" "HAN" "Luke! Luke! Don't do this, Luke. Come on, give me a sign here."
"90" "HAN" "Not much time."
"91" "LUKE" "Ben...Ben..."
"92" "HAN" "Hang on, kid."
"93" "LUKE" "Dagobah system..."
"94" "HAN" "Whew..."
"95" "LUKE" "Dagobah..."
"96" "HAN" "This may smell bad, kid..."
"97" "LUKE" "Yoda..."
"98" "HAN" "...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!"
"99" "ZEV" "Echo Base...I've got something! Not much, but  it could be a life form."
"100" "ZEV" "This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two."
"101" "HAN" "Good morning. Nice of you guys to  drop by."
"102" "ZEV" "Echo Base...this is Rouge Two. I found  them. Repeat, I found them."
"103" "THREEPIO" "Master Luke, sir, it's good to see you fully functional  again."
"104" "THREEPIO" "Artoo expresses his relief, also."
"105" "HAN" "How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark."
"106" "LUKE" "Thanks to you."
"107" "HAN" "That's two you owe me, junior."
"108" "HAN" "Well your Worship, looks like you managed to keep me around for a  little while longer."
"109" "LEIA" "I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield."
"110" "HAN" "That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight."
"111" "LEIA" "I don't know where you get you delusions, laser brain."
"112" "HAN" "Laugh it up, fuzz ball. But you didn't see us alone in the south  passage."
"113" "HAN" "She expressed her true feelings for me."
"114" "LEIA" "My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!"
"115" "HAN" "Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?"
"116" "LEIA" "Why, I guess you don't know everything about women yet?"
"117" "ANNOUNCER" "Headquarters personnel, report to command  center."
"118" "HAN" "Take it easy."
"119" "THREEPIO" "Excuse us, please."
"120" "RIEEKAN" "Princess...we have a visitor."
"121" "RIEEKAN" "We've picked up something outside the base in zone twelve,  moving east."
"122" "SENIOR CONTROLLER" "It's metal."
"123" "LEIA" "Then it couldn't be one of those creatures that attacked Luke."
"124" "HAN" "It could be a speeder, one of ours."
"125" "SENIOR CONTROLLER" "No. Wait -- there's something very weak coming  through."
"126" "THREEPIO" "Sir, I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code."
"127" "HAN" "It isn't friendly, whatever it is. Come on, Chewie, let's check  it out."
"128" "RIEEKAN" "Send Rouges Ten and Eleven to station three-eight."
"129" "HAN" "Afraid there's not much left."
"130" "LEIA" "What was it?"
"131" "HAN" "Droid of some kind. I didn't hit it that hard. It  must have had a self-destruct."
"132" "LEIA" "An Imperial probe droid."
"133" "HAN" "It's a good bet the Empire knows we're here."
"134" "RIEEKAN" "We'd better start the evacuation."
"135" "PIETT" "Admiral."
"136" "OZZEL" "Yes, Captain"
"137" "PIETT" "I think we've got something, sir. The report is only a fragment  had."
"138" "OZZEL" "We have thousands of probe droids searching the  galaxy. I want proof, not leads!"
"139" "PIETT" "The visuals indicate life readings."
"140" "OZZEL" "It could mean anything. If we followed every lead..."
"141" "PIETT" "But, sir, the Hoth system is supposed to be devoid of human  forms."
"142" "VADER" "You found something?"
"143" "PIETT" "Yes, my lord."
"144" "VADER" "That's it. The  Rebels are there."
"145" "OZZEL" "My lord, there are so many uncharted settlements. It could be  smugglers, it could be..."
"146" "VADER" "That is the system. And I'm sure Skywalker is with them. Set  your course for the Hoth system. General Veers, prepare you men."
"147" "REBEL CAPTAIN" "Groups seven and ten will stay behind to fly the  speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate launch."
"148" "REBEL FIGHTER" "Right, sir."
"149" "HAN" "Okay, that's it. Try it...Off! Turn it  off! Turn it off! Off!"
"150" "MEDICAL DROID" "Sir, it will take quite awhile to evacuate the T-forty-  sevens."
"151" "LUKE" "Well, forget the heavy equipment. There's plenty of time to get  the smaller modules on the transports."
"152" "MEDICAL DROID" "Take care, sir."
"153" "LUKE" "Thanks."
"154" "LUKE" "Chewie, take care of yourself, okay?"
"155" "HAN" "Hi, kid.  There's got to be a reason for it. Check it  at the other end. Wait a second.  You all right?"
"156" "LUKE" "Yeah."
"157" "HAN" "Be careful."
"158" "LUKE" "You, too."
"159" "CONTROLLER" "General, there's a fleet of Star Destroyers coming out of  hyperspace in sector four."
"160" "RIEEKAN" "Reroute all power to the energy shield. We've got to hold  them till all transports are away. Prepare for ground assault."
"161" "VADER" "What is it, General?"
"162" "VEERS" "My lord, the fleet has moves out of light-speed. Com-Scan has  detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment."
"163" "VADER" "The Rebels are alerted to our presence. Admiral Ozzel  came out of light-speed too close to the system."
"164" "VEERS" "He felt surprise was wiser..."
"165" "VADER" "He is as clumsy as he is stupid. General, prepare your troops  for a surface attack."
"166" "VEERS" "Yes, my lord."
"167" "OZZEL" "Lord Vader, the fleet has moved out of light-speed, and we're  preparing to...Aaagh!"
"168" "VADER" "You have failed me for the last time, Admiral. Captain Piett."
"169" "PIETT" "Yes, my lord."
"170" "VADER" "Make ready to land out troops beyond the energy shield and  deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett."
"171" "PIETT" "Thank you, Lord Vader."
"172" "LEIA" "All troop carriers will assemble at the north entrance. The  heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports."
